index_code,date,tri_close,price_close,div_yield_nominal_pct,div_yield_redrocket_did_pct,div_yield_redrocket_percentile_pct,div_yield_equal_pct,div_yield_ttm_pct,div_yield_ttm_equal_pct
930955,2016-12-20,11346.6000,8576.3100,,,,,,
930955,2016-12-21,11473.2300,8672.0100,,,,,,
930955,2016-12-22,11497.2000,8690.1300,,,,,,
930955,2016-12-23,11400.9400,8617.3800,,,,,,
930955,2016-12-26,11429.1300,8638.6800,,,,,,
930955,2016-12-27,11408.0700,8622.7700,,,,,,
930955,2016-12-28,11375.1500,8597.8800,,,,,,
930955,2016-12-29,11376.9600,8599.2500,,,,,,
930955,2016-12-30,11431.1400,8640.2000,,,,,,
930955,2017-01-03,11552.7300,8732.1000,,,,,,
930955,2017-01-04,11632.4300,8792.3500,,,,,,
930955,2017-01-05,11676.9800,8826.0200,,,,,,
930955,2017-01-06,11661.6000,8814.3900,,,,,,
930955,2017-01-09,11734.8800,8869.7900,,,,,,
930955,2017-01-10,11699.9100,8843.3500,,,,,,
930955,2017-01-11,11619.9600,8782.9200,,,,,,
930955,2017-01-12,11561.3000,8738.5800,,,,,,
930955,2017-01-13,11582.0600,8754.2700,,,,,,
930955,2017-01-16,11647.2700,8803.5600,,,,,,
930955,2017-01-17,11675.0100,8824.5300,,,,,,
930955,2017-01-18,11742.9200,8875.8600,,,,,,
930955,2017-01-19,11708.7200,8850.0100,,,,,,
930955,2017-01-20,11776.8000,8901.4700,,,,,,
930955,2017-01-23,11801.0500,8919.8000,,,,,,
930955,2017-01-24,11861.2100,8965.2700,,,,,,
930955,2017-01-25,11875.1700,8975.8200,,,,,,
930955,2017-01-26,11895.4400,8991.1500,,,,,,
930955,2017-02-03,11817.2000,8932.0000,,,,,,
930955,2017-02-06,11859.3200,8963.8400,,,,,,
930955,2017-02-07,11859.8800,8964.2600,,,,,,
930955,2017-02-08,11887.9200,8985.4600,,,,,,
930955,2017-02-09,11929.2200,9016.6700,,,,,,
930955,2017-02-10,12014.5200,9081.1500,,,,,,
930955,2017-02-13,12092.1100,9139.7900,,,,,,
930955,2017-02-14,12111.1000,9154.1500,,,,,,
930955,2017-02-15,12111.7600,9154.6500,,,,,,
930955,2017-02-16,12168.3000,9197.3800,,,,,,
930955,2017-02-17,12074.0100,9126.1100,,,,,,
930955,2017-02-20,12295.9700,9293.8800,,,,,,
930955,2017-02-21,12316.8900,9309.7000,,,,,,
930955,2017-02-22,12392.9300,9367.1700,,,,,,
930955,2017-02-23,12316.7200,9309.5600,,,,,,
930955,2017-02-24,12290.0400,9289.4000,,,,,,
930955,2017-02-27,12191.2100,9214.7000,,,,,,
930955,2017-02-28,12235.5100,9248.1800,,,,,,
930955,2017-03-01,12248.8600,9258.2700,,,,,,
930955,2017-03-02,12183.0000,9208.5000,,,,,,
930955,2017-03-03,12159.7000,9190.8800,,,,,,
930955,2017-03-06,12200.5900,9221.7900,,,,,,
930955,2017-03-07,12234.7300,9247.5900,,,,,,
930955,2017-03-08,12209.7700,9228.7300,,,,,,
930955,2017-03-09,12119.0600,9160.1600,,,,,,
930955,2017-03-10,12125.5200,9165.0500,,,,,,
930955,2017-03-13,12228.5000,9242.8900,,,,,,
930955,2017-03-14,12230.6700,9244.5300,,,,,,
930955,2017-03-15,12264.3400,9269.9800,,,,,,
930955,2017-03-16,12294.3300,9292.6400,,,,,,
930955,2017-03-17,12178.1800,9204.8500,,,,,,
930955,2017-03-20,12267.0900,9272.0500,,,,,,
930955,2017-03-21,12359.3900,9341.8200,,,,,,
930955,2017-03-22,12306.5600,9301.8900,,,,,,
930955,2017-03-23,12320.8600,9312.6900,,,,,,
930955,2017-03-24,12407.2900,9378.0200,,,,,,
930955,2017-03-27,12405.5700,9376.7200,,,,,,
930955,2017-03-28,12371.7400,9351.1500,,,,,,
930955,2017-03-29,12369.7100,9349.6200,,,,,,
930955,2017-03-30,12325.3700,9316.1000,,,,,,
930955,2017-03-31,12409.1500,9379.4300,,,,,,
930955,2017-04-05,12537.2900,9476.2900,,,,,,
930955,2017-04-06,12578.6700,9507.5600,,,,,,
930955,2017-04-07,12624.3500,9540.4100,,,,,,
930955,2017-04-10,12642.4300,9554.0700,,,,,,
930955,2017-04-11,12681.7300,9583.7700,,,,,,
930955,2017-04-12,12686.0600,9587.0400,,,,,,
930955,2017-04-13,12732.6000,9622.2100,,,,,,
930955,2017-04-14,12628.7600,9543.7400,,,,,,
930955,2017-04-17,12591.8200,9515.8200,,,,,,
930955,2017-04-18,12535.7200,9473.4300,,,,,,
930955,2017-04-19,12477.1400,9424.2400,,,,,,
930955,2017-04-20,12528.8100,9463.2700,,,,,,
930955,2017-04-21,12567.6200,9492.5800,,,,,,
930955,2017-04-24,12492.1600,9435.5800,,,,,,
930955,2017-04-25,12510.8800,9449.7200,,,,,,
930955,2017-04-26,12549.2500,9478.7100,,,,,,
930955,2017-04-27,12557.6300,9485.0400,,,,,,
930955,2017-04-28,12489.8800,9433.8600,,,,,,
930955,2017-05-02,12409.4600,9373.1200,,,,,,
930955,2017-05-03,12339.0500,9319.9400,,,,,,
930955,2017-05-04,12343.4100,9323.2300,,,,,,
930955,2017-05-05,12305.6400,9294.7000,,,,,,
930955,2017-05-08,12256.1200,9257.3000,,,,,,
930955,2017-05-09,12256.2800,9255.2700,,,,,,
930955,2017-05-10,12179.0200,9196.1700,,,,,,
930955,2017-05-11,12267.0700,9249.2000,,,,,,
930955,2017-05-12,12361.9800,9317.5000,,,,,,
930955,2017-05-15,12425.1700,9359.8400,,,,,,
930955,2017-05-16,12532.8500,9440.1400,,,,,,
930955,2017-05-17,12469.8800,9392.7100,,,,,,
930955,2017-05-18,12436.8700,9365.8400,,,,,,
930955,2017-05-19,12483.4400,9399.7500,,,,,,
930955,2017-05-22,12502.2300,9412.4100,,,,,,
930955,2017-05-23,12567.3400,9461.4300,,,,,,
930955,2017-05-24,12569.9400,9462.4700,,,,,,
930955,2017-05-25,12712.3200,9568.4800,,,,,,
930955,2017-05-26,12742.4000,9588.4200,2.8563,2.8563,2.2000,,,
930955,2017-05-31,12784.3300,9618.9300,2.8538,2.8538,2.1500,,,
930955,2017-06-01,12809.4200,9636.3500,2.8193,2.8193,1.7800,,,
930955,2017-06-02,12812.2900,9637.9100,2.8407,2.8407,2.0100,,,
930955,2017-06-05,12743.2000,9579.6500,2.8745,2.8745,2.7500,,,
930955,2017-06-06,12774.1800,9602.9300,2.8726,2.8726,2.6100,,,
930955,2017-06-07,12898.6000,9692.5400,2.7676,2.7676,1.4200,,,
930955,2017-06-08,13009.7200,9776.0400,2.7580,2.7580,1.3200,,,
930955,2017-06-09,13076.4400,9823.5400,2.6850,2.6850,0.7300,,,
930955,2017-06-12,13044.0000,9793.1400,2.7375,2.7375,1.1400,,,
930955,2017-06-13,13082.3400,9821.9300,2.7421,2.7421,1.1900,,,
930955,2017-06-14,12982.0400,9725.9400,2.7694,2.7694,1.5100,,,
930955,2017-06-15,12942.1600,9687.0000,3.0224,3.0224,6.2800,,,
930955,2017-06-16,12884.0800,9629.0100,3.0597,3.0597,7.5100,,,
930955,2017-06-19,12950.1500,9678.3900,3.1650,3.1650,8.9400,,,
930955,2017-06-20,12924.3400,9656.4300,3.1681,3.1681,8.9800,,,
930955,2017-06-21,13012.8500,9718.7700,3.1429,3.1429,8.7500,,,
930955,2017-06-22,13037.9000,9736.7200,3.1389,3.1389,8.7100,,,
930955,2017-06-23,13093.8600,9778.0800,3.1504,3.1504,8.8900,,,
930955,2017-06-26,13193.7700,9852.6900,2.6418,2.6418,0.5900,,,
930955,2017-06-27,13216.0300,9869.3100,2.6385,2.6385,0.5000,,,
930955,2017-06-28,13184.2700,9844.6200,2.6415,2.6415,0.5500,,,
930955,2017-06-29,13259.1200,9887.3300,2.5895,2.5895,0.3200,,,
930955,2017-06-30,13278.7600,9885.0200,2.6307,2.6307,0.4500,,,
930955,2017-07-03,13279.3600,9885.4700,2.6024,2.6024,0.3600,,,
930955,2017-07-04,13233.1000,9845.1600,2.6089,2.6089,0.4100,,,
930955,2017-07-05,13288.3600,9882.5700,2.5685,2.5685,0.2200,,,
930955,2017-07-06,13303.8300,9890.8000,2.5504,2.5504,0.1800,,,
930955,2017-07-07,13344.7500,9913.1800,2.5779,2.5779,0.2700,,,
930955,2017-07-10,13333.9300,9883.0800,1.6669,1.6669,0.0000,,,
930955,2017-07-11,13354.3800,9885.6000,2.0436,2.0436,0.0400,,,
930955,2017-07-12,13300.5700,9842.8900,2.5495,2.5495,0.1300,,,
930955,2017-07-13,13404.5300,9906.0400,2.5430,2.5430,0.0900,,,
930955,2017-07-14,13472.5800,9933.3400,2.6627,2.6627,0.6800,,,
930955,2017-07-17,13340.6600,9836.0700,2.9735,2.9735,5.1800,,,
930955,2017-07-18,13330.0300,9822.5500,2.9930,2.9930,5.7700,,,
930955,2017-07-19,13494.5900,9938.1100,3.0169,3.0169,6.2300,,,
930955,2017-07-20,13575.4500,9997.6600,3.0333,3.0333,6.6400,,,
930955,2017-07-21,13565.5800,9980.9400,3.0492,3.0492,7.1500,,,
930955,2017-07-24,13637.2600,10033.6800,3.0481,3.0481,7.0600,,,
930955,2017-07-25,13597.8400,10004.6700,3.0391,3.0391,6.6900,,,
930955,2017-07-26,13573.5700,9986.8100,3.0307,3.0307,6.5100,,,
930955,2017-07-27,13635.0700,10030.6200,3.0329,3.0329,6.6000,,,
930955,2017-07-28,13620.3000,10019.1100,3.0467,3.0467,7.0100,,,
930955,2017-07-31,13653.3400,10036.0500,3.0507,3.0507,7.2900,,,
930955,2017-08-01,13737.2300,10097.7100,3.0224,3.0224,6.2800,,,
930955,2017-08-02,13688.6400,10059.2000,3.0161,3.0161,6.1800,,,
930955,2017-08-03,13634.4600,10019.3800,3.0756,3.0756,7.7900,,,
930955,2017-08-04,13595.6700,9990.8800,3.0887,3.0887,8.1600,,,
930955,2017-08-07,13604.3700,9997.2700,3.0596,3.0596,7.4700,,,
930955,2017-08-08,13595.6200,9985.4600,3.0590,3.0590,7.4200,,,
930955,2017-08-09,13548.0200,9950.0500,3.1015,3.1015,8.2500,,,
930955,2017-08-10,13500.0300,9914.8100,3.1132,3.1132,8.5700,,,
930955,2017-08-11,13321.0300,9782.6100,3.1442,3.1442,8.8000,,,
930955,2017-08-14,13378.6900,9824.9500,3.1336,3.1336,8.6600,,,
930955,2017-08-15,13419.2500,9854.7400,3.1112,3.1112,8.4800,,,
930955,2017-08-16,13404.8200,9844.1400,3.1191,3.1191,8.6100,,,
930955,2017-08-17,13473.8900,9894.8600,3.1114,3.1114,8.5200,,,
930955,2017-08-18,13491.4100,9905.7900,3.1027,3.1027,8.2900,,,
930955,2017-08-21,13538.1300,9940.1000,3.0813,3.0813,8.0200,,,
930955,2017-08-22,13535.1700,9937.9200,3.0656,3.0656,7.6100,,,
930955,2017-08-23,13528.0600,9932.7000,3.0436,3.0436,6.7800,,,
930955,2017-08-24,13490.2800,9904.3200,3.0452,3.0452,6.9200,,,
930955,2017-08-25,13695.4000,10047.4800,2.9827,2.9827,5.4500,,,
930955,2017-08-28,13798.7400,10123.2900,2.9818,2.9818,5.4100,,,
930955,2017-08-29,13799.6100,10123.9300,2.9748,2.9748,5.2700,,,
930955,2017-08-30,13769.6200,10101.9300,2.9942,2.9942,5.8200,,,
930955,2017-08-31,13716.3300,10062.8300,3.0160,3.0160,6.1400,,,
930955,2017-09-01,13741.4300,10081.2500,3.0243,3.0243,6.3700,,,
930955,2017-09-04,13770.0700,10101.4100,3.0100,3.0100,6.0500,,,
930955,2017-09-05,13782.0200,10110.1800,3.0309,3.0309,6.5500,,,
930955,2017-09-06,13751.8000,10088.0100,3.0245,3.0245,6.4100,,,
930955,2017-09-07,13684.6200,10038.7300,3.0428,3.0428,6.7400,,,
930955,2017-09-08,13684.1700,10038.4000,3.0438,3.0438,6.8300,,,
930955,2017-09-11,13714.7100,10060.8000,2.9255,2.9255,4.1700,,,
930955,2017-09-12,13736.6200,10076.8800,2.9201,2.9201,4.0800,,,
930955,2017-09-13,13717.5100,10062.8600,2.9266,2.9266,4.2100,,,
930955,2017-09-14,13671.7900,10029.3200,2.9432,2.9432,4.5300,,,
