index_code,date,tri_close,price_close,div_yield_nominal_pct,div_yield_redrocket_did_pct,div_yield_redrocket_percentile_pct,div_yield_equal_pct,div_yield_ttm_pct,div_yield_ttm_equal_pct
H30269,2006-09-14,1493.1300,1431.4200,,,,,,
H30269,2006-09-15,1515.3700,1452.7300,,,,,,
H30269,2006-09-18,1540.6000,1476.9200,,,,,,
H30269,2006-09-19,1536.2000,1472.7000,,,,,,
H30269,2006-09-20,1535.0600,1471.6000,,,,,,
H30269,2006-09-21,1539.8400,1476.1900,,,,,,
H30269,2006-09-22,1523.9800,1460.9900,,,,,,
H30269,2006-09-25,1514.6200,1452.0100,,,,,,
H30269,2006-09-26,1507.0300,1444.7300,,,,,,
H30269,2006-09-27,1513.4600,1450.9000,,,,,,
H30269,2006-09-28,1522.7400,1459.8000,,,,,,
H30269,2006-09-29,1536.9700,1473.4400,,,,,,
H30269,2006-10-09,1563.1500,1498.5300,,,,,,
H30269,2006-10-10,1572.3700,1507.3700,,,,,,
H30269,2006-10-11,1581.1300,1515.7800,,,,,,
H30269,2006-10-12,1591.3100,1525.5300,,,,,,
H30269,2006-10-13,1598.8900,1532.8000,,,,,,
H30269,2006-10-16,1596.9900,1530.9800,,,,,,
H30269,2006-10-17,1590.2500,1524.5200,,,,,,
H30269,2006-10-18,1612.8900,1546.2200,,,,,,
H30269,2006-10-19,1612.7600,1546.1000,,,,,,
H30269,2006-10-20,1608.7100,1542.2200,,,,,,
H30269,2006-10-23,1578.9500,1513.6900,,,,,,
H30269,2006-10-24,1610.6500,1544.0700,,,,,,
H30269,2006-10-25,1606.1600,1539.7700,,,,,,
H30269,2006-10-26,1611.8500,1545.2200,,,,,,
H30269,2006-10-27,1602.8400,1536.5900,,,,,,
H30269,2006-10-30,1630.8300,1563.4200,,,,,,
H30269,2006-10-31,1648.4000,1580.2600,,,,,,
H30269,2006-11-01,1665.4300,1596.5900,,,,,,
H30269,2006-11-02,1684.2000,1614.5800,,,,,,
H30269,2006-11-03,1678.9700,1609.5700,,,,,,
H30269,2006-11-06,1707.7800,1637.1900,,,,,,
H30269,2006-11-07,1700.5000,1630.2100,,,,,,
H30269,2006-11-08,1670.7200,1601.6700,,,,,,
H30269,2006-11-09,1683.8300,1614.2300,,,,,,
H30269,2006-11-10,1647.2700,1579.1800,,,,,,
H30269,2006-11-13,1598.6700,1532.5900,,,,,,
H30269,2006-11-14,1600.3400,1534.1900,,,,,,
H30269,2006-11-15,1651.4000,1583.1400,,,,,,
H30269,2006-11-16,1635.1000,1567.5200,,,,,,
H30269,2006-11-17,1668.3900,1599.4300,,,,,,
H30269,2006-11-20,1680.5800,1611.1100,,,,,,
H30269,2006-11-21,1696.5500,1626.4300,,,,,,
H30269,2006-11-22,1704.6600,1634.2000,,,,,,
H30269,2006-11-23,1721.6000,1650.4400,,,,,,
H30269,2006-11-24,1740.0700,1668.1400,,,,,,
H30269,2006-11-27,1767.8500,1694.7700,,,,,,
H30269,2006-11-28,1753.9600,1681.4600,,,,,,
