fund_code,index_code,date,nav_unit,nav_accum,daily_return_pct,div_yield_fund_ttm_pct,div_yield_index_did_pct
007751,931157,2020-02-04,0.9431,0.9481,1.9568,0.5302,3.6975
007751,931157,2020-02-05,0.9516,0.9566,0.9013,0.5254,3.6762
007751,931157,2020-02-06,0.9728,0.9778,2.2278,0.5140,3.5968
007751,931157,2020-02-07,0.9684,0.9734,-0.4523,0.5163,3.6097
007751,931157,2020-02-10,0.9718,0.9768,0.3511,0.5145,3.6185
007751,931157,2020-02-11,0.9768,0.9818,0.5145,0.5119,3.5740
007751,931157,2020-02-12,0.9809,0.9859,0.4197,0.5097,3.5560
007751,931157,2020-02-13,0.9770,0.9820,-0.3976,0.5118,3.5810
007751,931157,2020-02-14,0.9802,0.9852,0.3275,0.5101,3.5633
007751,931157,2020-02-17,0.9883,0.9933,0.8264,0.5059,3.5294
007751,931157,2020-02-18,0.9823,0.9873,-0.6071,0.5090,3.5654
007751,931157,2020-02-19,0.9858,0.9908,0.3563,0.5072,3.5479
007751,931157,2020-02-20,0.9894,0.9944,0.3652,0.5054,3.5336
007751,931157,2020-02-21,0.9857,0.9907,-0.3740,0.5073,3.5614
007751,931157,2020-02-24,0.9727,0.9777,-1.3189,0.5140,3.6215
007751,931157,2020-02-25,0.9653,0.9703,-0.7608,0.5180,3.6416
007751,931157,2020-02-26,0.9657,0.9707,0.0414,0.5178,3.6464
007751,931157,2020-02-27,0.9742,0.9792,0.8802,0.5132,3.6113
007751,931157,2020-02-28,0.9498,0.9548,-2.5046,0.5264,3.7009
007751,931157,2020-03-02,0.9708,0.9758,2.2110,0.5150,3.6217
007751,931157,2020-03-03,0.9707,0.9757,-0.0103,0.5151,3.6939
007751,931157,2020-03-04,0.9762,0.9812,0.5666,0.5122,3.6865
007751,931157,2020-03-05,0.9869,0.9919,1.0961,0.5066,3.5650
007751,931157,2020-03-06,0.9690,0.9740,-1.8138,0.5160,3.6490
007751,931157,2020-03-09,0.9353,0.9403,-3.4778,0.5346,3.7811
007751,931157,2020-03-10,0.9459,0.9509,1.1333,0.5286,3.7172
007751,931157,2020-03-11,0.9425,0.9475,-0.3594,0.5305,3.7394
007751,931157,2020-03-12,0.9219,0.9269,-2.1857,0.5424,3.8323
007751,931157,2020-03-13,0.9122,0.9172,-1.0522,0.5481,3.8834
007751,931157,2020-03-16,0.8828,0.8878,-3.2230,0.5664,4.0252
007751,931157,2020-03-17,0.8787,0.8837,-0.4644,0.5690,4.0404
007751,931157,2020-03-18,0.8565,0.8615,-2.5265,0.5838,4.1627
007751,931157,2020-03-19,0.8361,0.8411,-2.3818,0.5980,4.2917
007751,931157,2020-03-20,0.8691,0.8741,3.9469,0.5753,4.1278
007751,931157,2020-03-23,0.8401,0.8451,-3.3368,0.5952,4.2888
007751,931157,2020-03-24,0.8680,0.8730,3.3210,0.5760,4.1178
007751,931157,2020-03-25,0.8916,0.8966,2.7189,0.5608,3.9970
007751,931157,2020-03-26,0.8878,0.8928,-0.4262,0.5632,4.0139
007751,931157,2020-03-27,0.8932,0.8982,0.6082,0.5598,3.9780
007751,931157,2020-03-30,0.8881,0.8931,-0.5710,0.5630,4.0085
007751,931157,2020-03-31,0.9012,0.9062,1.4751,0.5548,3.9661
007751,931157,2020-04-01,0.8879,0.8929,-1.4758,0.5631,4.0302
007751,931157,2020-04-02,0.8925,0.8975,0.5181,0.5602,4.0145
007751,931157,2020-04-03,0.8908,0.8958,-0.1905,0.5613,4.0244
007751,931157,2020-04-07,0.9136,0.9186,2.5595,0.5473,3.9152
007751,931157,2020-04-08,0.9063,0.9113,-0.7990,0.5517,3.9566
007751,931157,2020-04-09,0.9148,0.9198,0.9379,0.5466,3.8718
007751,931157,2020-04-10,0.9109,0.9159,-0.4263,0.5489,3.8726
007751,931157,2020-04-13,0.9105,0.9155,-0.0439,0.5491,3.8772
007751,931157,2020-04-14,0.9164,0.9214,0.6480,0.5456,3.8477
007751,931157,2020-04-15,0.9077,0.9127,-0.9494,0.5508,3.8909
007751,931157,2020-04-16,0.9054,0.9104,-0.2534,0.5522,3.9267
007751,931157,2020-04-17,0.9144,0.9194,0.9940,0.5468,3.8753
007751,931157,2020-04-20,0.9154,0.9204,0.1094,0.5462,3.8719
007751,931157,2020-04-21,0.9051,0.9101,-1.1252,0.5524,3.9289
007751,931157,2020-04-22,0.9102,0.9152,0.5635,0.5493,3.9142
007751,931157,2020-04-23,0.9098,0.9148,-0.0439,0.5496,3.9071
007751,931157,2020-04-24,0.9039,0.9089,-0.6485,0.5532,3.9205
007751,931157,2020-04-27,0.9176,0.9226,1.5157,0.5449,3.8335
007751,931157,2020-04-28,0.9206,0.9256,0.3269,0.5431,3.7998
007751,931157,2020-04-29,0.9281,0.9331,0.8147,0.5387,3.7673
007751,931157,2020-04-30,0.9312,0.9362,0.3340,0.5369,3.7567
007751,931157,2020-05-06,0.9199,0.9249,-1.2135,0.5435,3.8340
007751,931157,2020-05-07,0.9177,0.9227,-0.2392,0.5448,3.8578
007751,931157,2020-05-08,0.9254,0.9304,0.8391,0.5403,3.9260
007751,931157,2020-05-11,0.9303,0.9353,0.5295,0.5375,3.9011
007751,931157,2020-05-12,0.9230,0.9280,-0.7847,0.5417,3.9375
007751,931157,2020-05-13,0.9211,0.9261,-0.2059,0.5428,3.9686
007751,931157,2020-05-14,0.9093,0.9143,-1.2811,0.5499,4.0679
007751,931157,2020-05-15,0.9087,0.9137,-0.0660,0.5502,4.0669
007751,931157,2020-05-18,0.9132,0.9182,0.4952,0.5475,3.9977
007751,931157,2020-05-19,0.9242,0.9292,1.2046,0.5410,4.0808
007751,931157,2020-05-20,0.9199,0.9249,-0.4653,0.5435,4.0906
007751,931157,2020-05-21,0.9156,0.9206,-0.4674,0.5461,4.1084
007751,931157,2020-05-22,0.8896,0.8946,-2.8397,0.5621,4.1835
007751,931157,2020-05-25,0.8939,0.8989,0.4834,0.5593,4.0717
007751,931157,2020-05-26,0.9011,0.9061,0.8055,0.5549,4.0385
007751,931157,2020-05-27,0.9013,0.9063,0.0222,0.5548,4.0405
007751,931157,2020-05-28,0.9033,0.9083,0.2219,0.5535,4.0176
007751,931157,2020-05-29,0.9047,0.9097,0.1550,0.5527,4.0106
007751,931157,2020-06-01,0.9221,0.9271,1.9233,0.5422,3.9086
007751,931157,2020-06-02,0.9255,0.9305,0.3687,0.5402,4.1053
007751,931157,2020-06-03,0.9275,0.9325,0.2161,0.5391,4.1056
007751,931157,2020-06-04,0.9270,0.9320,-0.0539,0.5394,3.9775
007751,931157,2020-06-05,0.9341,0.9391,0.7659,0.5353,3.8757
007751,931157,2020-06-08,0.9343,0.9393,0.0214,0.5352,3.8925
007751,931157,2020-06-09,0.9389,0.9439,0.4923,0.5325,3.8685
007751,931157,2020-06-10,0.9365,0.9415,-0.2556,0.5339,3.9400
007751,931157,2020-06-11,0.9201,0.9251,-1.7512,0.5434,4.0412
007751,931157,2020-06-12,0.9172,0.9222,-0.3152,0.5451,3.9705
007751,931157,2020-06-15,0.9105,0.9155,-0.7305,0.5491,3.6244
007751,931157,2020-06-16,0.9191,0.9241,0.9445,0.5440,3.5842
007751,931157,2020-06-17,0.9228,0.9278,0.4026,0.5418,3.5821
007751,931157,2020-06-18,0.9236,0.9286,0.0867,0.5414,3.5928
007751,931157,2020-06-19,0.9254,0.9304,0.1949,0.5403,3.6508
007751,931157,2020-06-22,0.9214,0.9264,-0.4322,0.5427,3.1128
007751,931157,2020-06-23,0.9196,0.9246,-0.1954,0.5437,3.1062
007751,931157,2020-06-24,0.9219,0.9269,0.2501,0.5424,3.4412
007751,931157,2020-06-29,0.9163,0.9213,-0.6074,0.5457,3.2381
007751,931157,2020-06-30,0.9239,0.9289,0.8294,0.5412,3.8045
007751,931157,2020-07-01,0.9402,0.9452,1.7643,0.5318,3.7494
007751,931157,2020-07-02,0.9641,0.9691,2.5420,0.5186,4.2742
007751,931157,2020-07-03,0.9803,0.9853,1.6803,0.5100,3.6359
007751,931157,2020-07-06,1.0393,1.0443,6.0186,0.4811,2.7907
007751,931157,2020-07-07,1.0347,1.0397,-0.4426,0.4832,2.9078
007751,931157,2020-07-08,1.0465,1.0515,1.1404,0.4778,2.9512
007751,931157,2020-07-09,1.0586,1.0636,1.1562,0.4723,2.9794
007751,931157,2020-07-10,1.0360,1.0410,-2.1349,0.4826,3.6592
007751,931157,2020-07-13,1.0506,1.0556,1.4093,0.4759,3.3932
007751,931157,2020-07-14,1.0414,1.0464,-0.8757,0.4801,3.5294
007751,931157,2020-07-15,1.0221,1.0271,-1.8533,0.4892,3.8118
007751,931157,2020-07-16,0.9965,1.0015,-2.5046,0.5018,3.9234
007751,931157,2020-07-17,0.9948,0.9998,-0.1706,0.5026,4.0578
007751,931157,2020-07-20,1.0266,1.0316,3.1966,0.4870,3.8740
007751,931157,2020-07-21,1.0221,1.0271,-0.4383,0.4892,3.8786
007751,931157,2020-07-22,1.0187,1.0237,-0.3326,0.4908,3.8939
007751,931157,2020-07-23,1.0131,1.0181,-0.5497,0.4935,4.0033
007751,931157,2020-07-24,0.9863,0.9913,-2.6453,0.5069,4.0629
007751,931157,2020-07-27,0.9837,0.9887,-0.2636,0.5083,4.0451
007751,931157,2020-07-28,0.9865,0.9915,0.2846,0.5068,4.0189
007751,931157,2020-07-29,1.0008,1.0058,1.4496,0.4996,3.9990
007751,931157,2020-07-30,1.0029,1.0079,0.2098,0.4986,4.0223
007751,931157,2020-07-31,1.0074,1.0124,0.4487,0.4963,4.0428
007751,931157,2020-08-03,1.0249,1.0299,1.7371,0.4879,3.9992
007751,931157,2020-08-04,1.0323,1.0373,0.7220,0.4844,3.9392
007751,931157,2020-08-05,1.0250,1.0300,-0.7072,0.4878,3.9681
007751,931157,2020-08-06,1.0229,1.0279,-0.2049,0.4888,3.9741
007751,931157,2020-08-07,1.0119,1.0169,-1.0754,0.4941,4.0396
007751,931157,2020-08-10,1.0245,1.0295,1.2452,0.4880,3.9941
007751,931157,2020-08-11,1.0162,1.0212,-0.8102,0.4920,3.9863
007751,931157,2020-08-12,1.0177,1.0227,0.1476,0.4913,3.9717
007751,931157,2020-08-13,1.0225,1.0275,0.4717,0.4890,3.9722
007751,931157,2020-08-14,1.0328,1.0378,1.0073,0.4841,4.0276
007751,931157,2020-08-17,1.0523,1.0573,1.8881,0.4751,3.8605
007751,931157,2020-08-18,1.0501,1.0551,-0.2091,0.4761,3.8718
007751,931157,2020-08-19,1.0384,1.0434,-1.1142,0.4815,3.8996
007751,931157,2020-08-20,1.0256,1.0306,-1.2327,0.4875,3.9531
007751,931157,2020-08-21,1.0302,1.0352,0.4485,0.4853,3.9359
007751,931157,2020-08-24,1.0294,1.0344,-0.0800,0.4857,3.9418
007751,931157,2020-08-25,1.0272,1.0322,-0.2100,0.4868,3.9357
007751,931157,2020-08-26,1.0176,1.0226,-0.9300,0.4914,3.9571
007751,931157,2020-08-27,1.0177,1.0227,0.0100,0.4913,3.9677
007751,931157,2020-08-28,1.0306,1.0356,1.2700,0.4852,3.9163
007751,931157,2020-08-31,1.0221,1.0271,-0.8200,0.4892,3.9427
007751,931157,2020-09-01,1.0238,1.0288,0.1700,0.4884,3.9369
007751,931157,2020-09-02,1.0191,1.0241,-0.4600,0.4906,3.9624
007751,931157,2020-09-03,1.0137,1.0187,-0.5300,0.4932,3.9703
007751,931157,2020-09-04,1.0076,1.0126,-0.6000,0.4962,3.9916
007751,931157,2020-09-07,1.0018,1.0068,-0.5800,0.4991,4.0246
007751,931157,2020-09-08,1.0156,1.0206,1.3800,0.4923,3.9792
007751,931157,2020-09-09,1.0066,1.0116,-0.8900,0.4967,4.0155
007751,931157,2020-09-10,0.9947,0.9997,-1.1800,0.5027,4.0197
007751,931157,2020-09-11,0.9974,1.0024,0.2700,0.5013,4.0129
007751,931157,2020-09-14,1.0032,1.0082,0.5800,0.4984,3.9979
007751,931157,2020-09-15,1.0019,1.0069,-0.1300,0.4991,3.9962
007751,931157,2020-09-16,1.0022,1.0072,0.0300,0.4989,4.0047
007751,931157,2020-09-17,0.9965,1.0015,-0.5700,0.5018,4.0429
007751,931157,2020-09-18,1.0173,1.0223,2.0900,0.4915,3.9725
007751,931157,2020-09-21,1.0104,1.0154,-0.6800,0.4949,4.0106
007751,931157,2020-09-22,0.9974,1.0024,-1.2900,0.5013,4.0470
007751,931157,2020-09-23,0.9949,0.9999,-0.2500,0.5026,4.0753
007751,931157,2020-09-24,0.9759,0.9809,-1.9100,0.5123,4.1343
007751,931157,2020-09-25,0.9721,0.9771,-0.3900,0.5144,4.1438
007751,931157,2020-09-28,0.9756,0.9806,0.3600,0.5125,4.1102
007751,931157,2020-09-29,0.9752,0.9802,-0.0400,0.5127,4.1320
007751,931157,2020-09-30,0.9696,0.9746,-0.5700,0.5157,4.1314
007751,931157,2020-10-09,0.9847,0.9897,1.5600,0.5078,4.1004
007751,931157,2020-10-12,1.0048,1.0098,2.0400,0.4976,3.9946
007751,931157,2020-10-13,1.0052,1.0102,0.0400,0.4974,4.0071
007751,931157,2020-10-14,0.9982,1.0032,-0.7000,0.5009,4.0180
007751,931157,2020-10-15,0.9975,1.0025,-0.0700,0.5013,4.0226
007751,931157,2020-10-16,1.0034,1.0084,0.5900,0.4983,3.9610
007751,931157,2020-10-19,1.0003,1.0053,-0.3100,0.4999,3.9538
007751,931157,2020-10-20,0.9992,1.0042,-0.1100,0.5004,3.9582
007751,931157,2020-10-21,1.0001,1.0051,0.0900,0.5000,3.9202
007751,931157,2020-10-22,0.9970,1.0020,-0.3100,0.5015,3.9116
007751,931157,2020-10-23,0.9979,1.0029,0.0900,0.5011,3.9161
007751,931157,2020-10-26,0.9892,0.9942,-0.8700,0.5055,3.9623
007751,931157,2020-10-27,0.9851,0.9901,-0.4100,0.5076,3.9930
007751,931157,2020-10-28,0.9836,0.9886,-0.1500,0.5083,4.0053
007751,931157,2020-10-29,0.9820,0.9870,-0.1600,0.5092,4.0139
007751,931157,2020-10-30,0.9679,0.9729,-1.4400,0.5166,4.0571
007751,931157,2020-11-02,0.9696,0.9746,0.1800,0.5157,4.0270
007751,931157,2020-11-03,0.9810,0.9860,1.1800,0.5097,3.9813
007751,931157,2020-11-04,0.9788,0.9838,-0.2200,0.5108,3.9682
007751,931157,2020-11-05,0.9910,0.9960,1.2500,0.5045,3.9255
007751,931157,2020-11-06,0.9901,0.9951,-0.0900,0.5050,3.9249
007751,931157,2020-11-09,1.0008,1.0058,1.0800,0.4996,3.8746
007751,931157,2020-11-10,0.9995,1.0045,-0.1300,0.5003,3.8550
007751,931157,2020-11-11,1.0076,1.0126,0.8100,0.4962,3.8128
007751,931157,2020-11-12,1.0023,1.0073,-0.5300,0.4989,3.8450
007751,931157,2020-11-13,0.9902,0.9952,-1.2100,0.5049,3.9173
007751,931157,2020-11-16,0.9995,1.0045,0.9400,0.5003,3.8995
007751,931157,2020-11-17,1.0049,1.0099,0.5400,0.4976,3.8791
007751,931157,2020-11-18,1.0107,1.0157,0.5800,0.4947,3.8498
007751,931157,2020-11-19,1.0127,1.0177,0.2000,0.4937,3.8337
007751,931157,2020-11-20,1.0105,1.0155,-0.2200,0.4948,3.8509
007751,931157,2020-11-23,1.0245,1.0295,1.3900,0.4880,3.7852
007751,931157,2020-11-24,1.0206,1.0256,-0.3800,0.4899,3.8124
007751,931157,2020-11-25,1.0131,1.0181,-0.7300,0.4935,3.8316
007751,931157,2020-11-26,1.0161,1.0211,0.3000,0.4921,3.7928
007751,931157,2020-11-27,1.0244,1.0294,0.8200,0.4881,3.7254
007751,931157,2020-11-30,1.0193,1.0243,-0.5000,0.4905,3.7664
007751,931157,2020-12-01,1.0351,1.0401,1.5500,0.4830,3.6961
007751,931157,2020-12-02,1.0339,1.0389,-0.1200,0.4836,3.7006
007751,931157,2020-12-03,1.0305,1.0355,-0.3300,0.4852,3.7189
007751,931157,2020-12-04,1.0236,1.0286,-0.6700,0.4885,3.7282
007751,931157,2020-12-07,1.0095,1.0145,-1.3800,0.4953,3.7796
007751,931157,2020-12-08,1.0031,1.0081,-0.6300,0.4985,3.7935
007751,931157,2020-12-09,0.9935,0.9985,-0.9600,0.5033,3.8063
007751,931157,2020-12-10,0.9920,0.9970,-0.1500,0.5040,3.8276
007751,931157,2020-12-11,0.9819,0.9869,-1.0200,0.5092,3.8520
007751,931157,2020-12-14,0.9820,0.9870,0.0100,0.5092,2.7562
007751,931157,2020-12-15,0.9813,0.9863,-0.0700,0.5095,2.7614
007751,931157,2020-12-16,0.9794,0.9844,-0.1900,0.5105,2.7459
007751,931157,2020-12-17,0.9861,0.9911,0.6800,0.5070,2.7132
007751,931157,2020-12-18,0.9901,0.9951,0.4100,0.5050,2.7123
007751,931157,2020-12-21,0.9904,0.9954,0.0300,0.5048,2.7188
007751,931157,2020-12-22,0.9715,0.9765,-1.9100,0.5147,2.7638
007751,931157,2020-12-23,0.9722,0.9772,0.0700,0.5143,2.7422
007751,931157,2020-12-24,0.9661,0.9711,-0.6300,0.5175,2.7534
007751,931157,2020-12-25,0.9737,0.9787,0.7900,0.5135,2.7334
007751,931157,2020-12-28,0.9715,0.9765,-0.2300,0.5147,2.7202
007751,931157,2020-12-29,0.9690,0.9740,-0.2600,0.5160,2.7255
007751,931157,2020-12-30,0.9712,0.9762,0.2300,0.5148,2.7174
007751,931157,2020-12-31,0.9796,0.9846,0.8600,0.5104,2.6780
007751,931157,2021-01-04,0.9824,0.9874,0.2900,0.5090,2.6837
007751,931157,2021-01-05,0.9819,0.9869,-0.0500,0.5092,2.6601
007751,931157,2021-01-06,0.9832,0.9882,0.1300,0.5085,2.6481
007751,931157,2021-01-07,0.9749,0.9799,-0.8400,0.5129,2.6234
007751,931157,2021-01-08,0.9790,0.9840,0.4200,0.5107,2.6245
007751,931157,2021-01-11,0.9628,0.9678,-1.6500,0.5193,2.6634
007751,931157,2021-01-12,0.9752,0.9802,1.2900,0.5127,2.5890
007751,931157,2021-01-13,0.9766,0.9816,0.1400,0.5120,2.5866
007751,931157,2021-01-14,0.9828,0.9878,0.6300,0.5088,2.6117
007751,931157,2021-01-15,0.9851,0.9901,0.2300,,2.6046
007751,931157,2021-01-18,0.9936,0.9986,0.8600,,2.5827
007751,931157,2021-01-19,0.9959,1.0009,0.2300,,2.6054
007751,931157,2021-01-20,0.9905,0.9955,-0.5400,,2.6213
007751,931157,2021-01-21,0.9918,0.9968,0.1300,,2.6045
007751,931157,2021-01-22,0.9786,0.9836,-1.3300,,2.6331
007751,931157,2021-01-25,0.9703,0.9753,-0.8500,,2.6235
007751,931157,2021-01-26,0.9653,0.9703,-0.5200,,2.6685
007751,931157,2021-01-27,0.9696,0.9746,0.4500,,2.6572
007751,931157,2021-01-28,0.9562,0.9612,-1.3800,,2.7259
007751,931157,2021-01-29,0.9507,0.9557,-0.5800,,2.7456
007751,931157,2021-02-01,0.9571,0.9621,0.6700,,2.7127
007751,931157,2021-02-02,0.9615,0.9665,0.4600,,2.7030
007751,931157,2021-02-03,0.9558,0.9608,-0.5900,,2.7293
007751,931157,2021-02-04,0.9442,0.9492,-1.2100,,2.7451
007751,931157,2021-02-05,0.9411,0.9461,-0.3300,,2.7383
007751,931157,2021-02-08,0.9487,0.9537,0.8100,,2.7076
007751,931157,2021-02-09,0.9614,0.9664,1.3400,,2.6592
007751,931157,2021-02-10,0.9610,0.9660,-0.0400,,2.6278
007751,931157,2021-02-18,0.9822,0.9872,2.2100,,2.6075
007751,931157,2021-02-19,1.0054,1.0104,2.3600,,2.5656
007751,931157,2021-02-22,1.0101,1.0151,0.4700,,2.5965
007751,931157,2021-02-23,1.0045,1.0095,-0.5500,,2.5974
007751,931157,2021-02-24,0.9966,1.0016,-0.7900,,2.6125
007751,931157,2021-02-25,1.0069,1.0119,1.0300,,2.5643
007751,931157,2021-02-26,0.9921,0.9971,-1.4700,,2.6171
007751,931157,2021-03-01,1.0070,1.0120,1.5000,,2.5757
007751,931157,2021-03-02,1.0059,1.0109,-0.1100,,2.5893
007751,931157,2021-03-03,1.0243,1.0293,1.8300,,2.5482
007751,931157,2021-03-04,1.0197,1.0247,-0.4500,,2.5927
007751,931157,2021-03-05,1.0141,1.0191,-0.5500,,2.6128
007751,931157,2021-03-08,1.0051,1.0101,-0.8900,,2.6512
007751,931157,2021-03-09,0.9962,1.0012,-0.8900,,2.6935
007751,931157,2021-03-10,0.9905,0.9955,-0.5700,,2.6941
007751,931157,2021-03-11,1.0056,1.0106,1.5200,,2.6377
007751,931157,2021-03-12,1.0165,1.0215,1.0800,,2.6212
007751,931157,2021-03-15,1.0223,1.0273,0.5700,,2.6409
007751,931157,2021-03-16,1.0261,1.0311,0.3700,,2.6205
007751,931157,2021-03-17,1.0222,1.0272,-0.3800,,2.6307
007751,931157,2021-03-18,1.0254,1.0304,0.3100,,2.6212
007751,931157,2021-03-19,1.0190,1.0240,-0.6200,,2.6689
007751,931157,2021-03-22,1.0333,1.0383,1.4000,,2.6366
007751,931157,2021-03-23,1.0234,1.0284,-0.9600,,2.6617
007751,931157,2021-03-24,1.0120,1.0170,-1.1100,,2.7009
007751,931157,2021-03-25,1.0089,1.0139,-0.3100,,2.7090
007751,931157,2021-03-26,1.0180,1.0230,0.9000,,2.6783
007751,931157,2021-03-29,1.0263,1.0313,0.8200,,2.6745
007751,931157,2021-03-30,1.0232,1.0282,-0.3000,,2.6700
007751,931157,2021-03-31,1.0279,1.0329,0.4600,,2.6880
007751,931157,2021-04-01,1.0291,1.0341,0.1200,,2.6648
007751,931157,2021-04-02,1.0241,1.0291,-0.4900,,2.6650
007751,931157,2021-04-06,1.0260,1.0310,0.1900,,2.6782
007751,931157,2021-04-07,1.0307,1.0357,0.4600,,2.6813
007751,931157,2021-04-08,1.0256,1.0306,-0.4900,,2.6892
007751,931157,2021-04-09,1.0236,1.0286,-0.2000,,2.7195
007751,931157,2021-04-12,1.0187,1.0237,-0.4800,,2.7480
007751,931157,2021-04-13,1.0104,1.0154,-0.8100,,2.7712
007751,931157,2021-04-14,1.0181,1.0231,0.7600,,2.7477
007751,931157,2021-04-15,1.0162,1.0212,-0.1900,,2.7631
007751,931157,2021-04-16,1.0320,1.0370,1.5500,,2.7400
007751,931157,2021-04-19,1.0353,1.0403,0.3200,,2.7124
007751,931157,2021-04-20,1.0310,1.0360,-0.4200,,2.7278
007751,931157,2021-04-21,1.0294,1.0344,-0.1600,,2.7436
007751,931157,2021-04-22,1.0320,1.0370,0.2500,,3.0368
007751,931157,2021-04-23,1.0272,1.0322,-0.4700,,3.0279
007751,931157,2021-04-26,1.0225,1.0275,-0.4600,,3.0709
007751,931157,2021-04-27,1.0196,1.0246,-0.2800,,3.0725
007751,931157,2021-04-28,1.0266,1.0316,0.6900,,3.0660
007751,931157,2021-04-29,1.0250,1.0300,-0.1600,,3.0436
007751,931157,2021-04-30,1.0132,1.0182,-1.1500,,3.0852
007751,931157,2021-05-06,1.0184,1.0234,0.5100,,3.1044
007751,931157,2021-05-07,1.0233,1.0283,0.4800,,3.1132
007751,931157,2021-05-10,1.0277,1.0327,0.4300,,2.8223
007751,931157,2021-05-11,1.0246,1.0296,-0.3000,,3.0151
007751,931157,2021-05-12,1.0275,1.0325,0.2800,,3.0250
007751,931157,2021-05-13,1.0178,1.0228,-0.9400,,3.0749
007751,931157,2021-05-14,1.0271,1.0321,0.9100,,3.0251
007751,931157,2021-05-17,1.0253,1.0303,-0.1800,,3.0154
007751,931157,2021-05-18,1.0289,1.0339,0.3500,,3.0358
007751,931157,2021-05-19,1.0227,1.0277,-0.6000,,3.0548
007751,931157,2021-05-20,1.0176,1.0226,-0.5000,,3.0226
007751,931157,2021-05-21,1.0173,1.0223,-0.0300,,3.0212
007751,931157,2021-05-24,1.0176,1.0226,0.0300,,3.0106
007751,931157,2021-05-25,1.0233,1.0283,0.5600,,2.9669
007751,931157,2021-05-26,1.0286,1.0336,0.5200,,2.9420
007751,931157,2021-05-27,1.0322,1.0372,0.3500,,2.9359
007751,931157,2021-05-28,1.0308,1.0358,-0.1400,,2.9650
007751,931157,2021-05-31,1.0329,1.0379,0.2000,,2.7676
007751,931157,2021-06-01,1.0358,1.0408,0.2800,,2.7752
007751,931157,2021-06-02,1.0364,1.0414,0.0600,,2.8222
007751,931157,2021-06-03,1.0391,1.0441,0.2600,,2.6146
007751,931157,2021-06-04,1.0399,1.0449,0.0800,,2.6439
007751,931157,2021-06-07,1.0374,1.0424,-0.2400,,2.6791
007751,931157,2021-06-08,1.0313,1.0363,-0.5900,,2.7278
007751,931157,2021-06-09,1.0347,1.0397,0.3300,,2.7554
007751,931157,2021-06-10,1.0353,1.0403,0.0600,,2.8039
007751,931157,2021-06-11,1.0292,1.0342,-0.5900,,2.8178
007751,931157,2021-06-15,1.0191,1.0241,-0.9800,,3.9650
007751,931157,2021-06-16,1.0134,1.0184,-0.5600,,3.9166
007751,931157,2021-06-17,1.0125,1.0175,-0.0900,,3.9715
007751,931157,2021-06-18,1.0153,1.0203,0.2800,,4.0713
007751,931157,2021-06-21,1.0221,1.0271,0.6700,,4.0492
007751,931157,2021-06-22,1.0302,1.0352,0.7900,,4.0387
007751,931157,2021-06-23,1.0316,1.0366,0.1400,,4.0113
007751,931157,2021-06-24,1.0354,1.0404,0.3700,,3.9986
007751,931157,2021-06-25,1.0348,1.0398,-0.0600,,3.7948
007751,931157,2021-06-28,1.0342,1.0392,-0.0600,,3.8033
007751,931157,2021-06-29,1.0241,1.0291,-0.9800,,3.8428
007751,931157,2021-06-30,1.0253,1.0303,0.1200,,4.3235
007751,931157,2021-07-01,1.0227,1.0277,-0.2500,,4.0424
007751,931157,2021-07-02,1.0169,1.0219,-0.5700,,4.0911
007751,931157,2021-07-05,1.0149,1.0199,-0.2000,,2.7354
007751,931157,2021-07-06,1.0176,1.0226,0.2700,,2.7967
007751,931157,2021-07-07,1.0138,1.0239,0.1300,0.5031,4.2886
007751,931157,2021-07-08,1.0032,1.0133,-1.0500,0.5084,4.0337
007751,931157,2021-07-09,1.0091,1.0192,0.5900,0.5054,3.9894
007751,931157,2021-07-12,1.0144,1.0245,0.5300,0.5028,3.9180
007751,931157,2021-07-13,1.0218,1.0319,0.7300,0.4991,3.8861
007751,931157,2021-07-14,1.0181,1.0282,-0.3600,0.5009,4.0110
007751,931157,2021-07-15,1.0190,1.0291,0.0900,0.5005,3.9701
007751,931157,2021-07-16,1.0175,1.0276,-0.1500,0.5012,4.0491
007751,931157,2021-07-19,1.0149,1.0250,-0.2600,0.5025,4.0415
007751,931157,2021-07-20,1.0111,1.0212,-0.3700,0.5044,4.0695
007751,931157,2021-07-21,1.0123,1.0224,0.1200,0.5038,4.0249
007751,931157,2021-07-22,1.0174,1.0275,0.5000,0.5013,3.9901
007751,931157,2021-07-23,1.0120,1.0221,-0.5300,0.5040,4.0533
007751,931157,2021-07-26,0.9980,1.0081,-1.3800,0.5110,4.0868
007751,931157,2021-07-27,0.9818,0.9919,-1.6200,0.5195,4.1502
007751,931157,2021-07-28,0.9705,0.9806,-1.1500,0.5255,4.1099
007751,931157,2021-07-29,0.9753,0.9854,0.4900,0.5229,4.2516
007751,931157,2021-07-30,0.9811,0.9912,0.5900,0.5198,4.2259
007751,931157,2021-08-02,1.0010,1.0111,2.0300,0.5095,4.1533
007751,931157,2021-08-03,1.0060,1.0161,0.5000,0.5070,4.0967
007751,931157,2021-08-04,1.0068,1.0169,0.0800,0.5066,4.1513
007751,931157,2021-08-05,1.0031,1.0132,-0.3700,0.5084,4.1653
007751,931157,2021-08-06,1.0032,1.0133,0.0100,0.5084,4.1731
007751,931157,2021-08-09,1.0180,1.0281,1.4800,0.5010,4.0362
007751,931157,2021-08-10,1.0263,1.0364,0.8200,0.4969,4.0146
